TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-04-23,2024-04-23,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6545.40,6564.85,6293.80,6307.60,6307.60,6526.15,,6307.45,,,15934,101686272.00,3316,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,514.50,542.00,505.75,538.20,538.20,511.05,,537.80,,,150665,79546245.00,3505,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1045.25,1199.35,1045.25,1158.75,1158.75,1041.70,,1160.10,,,1024448,1159812667.00,57600,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,47.59,48.50,46.50,46.68,46.60,47.31,,46.68,,,74875,3541679.00,291,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,92.63,92.63,91.06,91.72,91.99,91.71,,91.72,,,74058,6793665.00,342,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,10.80,10.80,9.01,9.65,9.65,10.10,,9.65,,,281849,2732035.00,821,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,XT,,,,,ARUNA HOTELS LTD.,12.50,12.50,11.81,12.00,12.00,11.96,,12.00,,,10075,120889.00,51,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,172.55,174.00,170.10,173.35,173.50,169.75,,173.20,,,38583,6642671.00,939,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5948.95,6024.80,5890.00,5926.85,5901.85,5891.25,,5907.55,,,909,5415391.00,361,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,19.76,19.76,19.76,19.76,19.76,18.82,,19.76,,,21557,425966.00,58,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,969.95,969.95,942.40,945.25,942.40,951.80,,944.70,,,4133,3937272.00,574,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,32.12,33.32,31.64,33.11,33.11,31.85,,33.10,,,1320065,42855440.00,3500,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,9936.00,10015.00,9655.00,9778.55,9780.00,9843.05,,9784.45,,,13538,133012249.00,2852,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,7300.00,7337.50,7237.65,7259.25,7248.05,7290.70,,7259.90,,,25665,186965052.00,2980,F1,1,,,,,
2024-04-23,2024-04-23,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,378.45,383.00,372.35,378.95,379.40,374.85,,379.05,,,95480,36055053.00,2659,F1,1,,,,,
