TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-04-18,2024-04-18,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6644.80,6650.40,6304.40,6367.20,6398.95,6647.20,,6369.45,,,43130,277123690.00,7046,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,529.15,554.00,497.15,505.20,505.20,525.95,,504.05,,,239659,126197666.00,7793,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,975.00,1051.35,972.35,993.00,993.00,968.50,,993.50,,,746035,753670057.00,22838,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,49.00,49.50,47.00,47.47,47.47,47.61,,47.47,,,51368,2482547.00,323,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,88.02,92.30,88.02,90.74,90.99,88.61,,90.74,,,81791,7421324.00,479,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,7.83,8.78,7.55,8.39,8.59,7.80,,8.39,,,219989,1824057.00,589,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,XT,,,,,ARUNA HOTELS LTD.,11.60,11.60,10.61,11.39,11.40,11.08,,11.39,,,40923,461743.00,94,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,166.40,169.00,163.10,163.85,163.85,167.05,,164.10,,,68521,11363300.00,1588,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,146.00,146.00,146.00,146.00,146.00,148.00,,146.00,,,31,4526.00,2,F1,1,,,,,
2024-04-18,2024-04-18,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6019.95,6028.50,5866.20,5887.60,5902.40,5977.85,,5882.80,,,1153,6855040.00,372,F1,1,,,,,
