TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-05-13,2024-05-13,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7555.00,8025.00,7408.90,7983.80,7983.80,7182.15,,7984.25,,,150010,1168911112.00,15469,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,607.15,614.70,587.55,595.75,595.75,598.75,,596.80,,,74178,44371564.00,2657,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1068.80,1078.70,1012.60,1066.15,1066.15,1072.80,,1065.60,,,154873,162208665.00,7833,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,46.89,47.50,44.80,45.26,45.55,46.86,,45.26,,,76571,3496762.00,407,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,89.00,90.99,87.80,88.53,88.53,88.09,,88.53,,,102367,9128715.00,613,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,9.42,9.44,9.42,9.42,9.42,9.91,,9.45,,,39435,371479.00,15,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,10.00,10.10,9.56,9.72,9.72,9.95,,9.72,,,22555,218846.00,211,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,XT,,,,,ARUNA HOTELS LTD.,10.65,11.10,10.65,10.69,10.80,10.75,,10.69,,,15517,166211.00,128,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,169.00,169.80,160.70,165.95,165.55,165.30,,166.00,,,40921,6721127.00,687,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,136.50,136.50,133.20,135.40,135.40,139.25,,144.30,,,495,67168.00,6,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5904.05,5981.75,5848.95,5936.35,5936.35,5972.00,,5933.65,,,1422,8405657.00,531,F1,1,,,,,
2024-05-13,2024-05-13,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,22.11,22.11,21.12,21.75,21.80,21.06,,21.75,,,52225,1130667.00,196,F1,1,,,,,
