TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-04-24,2024-04-24,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6398.70,6398.70,6303.00,6342.95,6341.55,6307.60,,6343.80,,,15160,96205626.00,1978,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,528.30,610.00,520.00,603.90,603.90,538.20,,604.45,,,894524,530282296.00,26269,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1181.70,1202.00,1108.50,1132.75,1132.75,1158.75,,1133.25,,,318074,365783652.00,9109,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,46.70,49.50,46.51,47.51,47.51,46.68,,47.51,,,103736,4952566.00,434,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,92.11,92.89,91.52,92.01,92.01,91.72,,92.01,,,102783,9467026.00,361,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,9.67,11.13,9.65,9.85,9.90,9.65,,9.85,,,285282,2909643.00,605,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,XT,,,,,ARUNA HOTELS LTD.,12.50,12.50,11.40,11.40,11.40,12.00,,11.40,,,87400,1006061.00,195,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,174.55,176.30,170.85,171.55,171.65,173.35,,171.60,,,90321,15643249.00,1667,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5932.80,5980.00,5890.55,5899.20,5900.00,5926.85,,5902.40,,,1781,10562006.00,435,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,20.16,20.74,19.82,20.60,20.73,19.76,,20.60,,,74650,1542719.00,276,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,950.80,950.85,936.25,939.60,942.00,945.25,,939.65,,,3163,2981258.00,483,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,33.40,34.82,32.65,33.98,33.98,33.11,,33.95,,,4161511,139601988.00,9068,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,9801.00,10000.00,9760.00,9953.70,9953.70,9778.55,,9949.90,,,8199,81107845.00,2226,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,7285.85,7417.00,7250.05,7327.70,7327.70,7259.25,,7329.15,,,17956,131707154.00,2405,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,379.50,390.70,378.00,388.10,388.10,378.95,,388.05,,,58227,22397891.00,1850,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,605.05,631.80,605.05,620.55,623.40,625.25,,619.40,,,12080,7530404.00,951,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500040,INE055A01016,CENTURYTEX,A,,,,,CENTURY TEXTILES & INDUSTRIES,1931.00,1938.40,1852.20,1865.20,1865.20,1917.45,,1865.05,,,8749,16579986.00,1020,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,2542.00,2591.25,2539.00,2564.05,2562.70,2565.95,,2590.80,,,198,506467.00,52,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3564.20,3611.90,3539.00,3566.75,3539.00,3560.05,,3571.95,,,1364,4889928.00,239,F1,1,,,,,
2024-04-24,2024-04-24,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1359.45,1368.85,1354.80,1362.70,1363.65,1351.60,,1362.95,,,45716,62226014.00,6930,F1,1,,,,,
