TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-05-29,2024-05-29,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,8120.20,8247.10,8120.20,8197.75,8178.00,8232.90,,8198.35,,,5423,44334051.00,799,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,748.95,767.00,710.45,736.85,736.85,754.20,,734.50,,,53457,39221025.00,2574,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1253.95,1278.00,1192.95,1212.95,1221.70,1246.45,,1213.15,,,201414,248005728.00,7032,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,49.63,50.41,49.00,49.32,49.30,49.92,,49.32,,,79156,3923016.00,364,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,96.01,104.00,96.01,101.98,101.98,98.07,,101.98,,,713649,72849076.00,3253,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,8.96,9.14,8.02,8.24,8.26,9.13,,8.24,,,212737,1783551.00,549,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,XT,,,,,ARUNA HOTELS LTD.,11.17,11.25,10.43,11.24,11.24,10.72,,11.24,,,36550,406729.00,147,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,170.50,174.45,170.50,171.80,171.80,171.35,,171.75,,,107206,18507178.00,1524,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,139.95,142.10,139.95,142.10,142.10,142.10,,140.10,,,987,138678.00,7,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5858.00,5910.40,5830.50,5861.50,5865.45,5855.00,,5865.75,,,1610,9445237.00,446,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500028,INE447A01015,ATVPR,XT,,,,,ATV PROJECTS INDIA LTD.,25.99,26.44,24.21,24.25,24.21,25.48,,24.25,,,31202,765899.00,182,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,949.90,949.90,931.00,937.95,931.00,934.20,,936.50,,,1080,1014058.00,134,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,31.01,31.68,30.95,31.28,31.30,31.22,,31.25,,,1505488,47192094.00,4486,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,8100.00,8375.00,7950.00,8274.75,8274.75,8122.30,,8280.25,,,4808,39500912.00,1360,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,6865.05,6904.20,6787.05,6810.20,6810.20,6874.50,,6806.85,,,36694,251623708.00,5916,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,382.75,385.40,377.05,383.80,384.30,380.55,,383.65,,,22070,8430348.00,846,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,620.05,624.70,613.00,615.20,619.65,628.55,,615.45,,,6586,4071827.00,652,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500040,INE055A01016,CENTURYTEX,A,,,,,CENTURY TEXTILES & INDUSTRIES,2125.00,2185.45,2125.00,2168.35,2159.05,2158.30,,2169.05,,,2406,5219148.00,336,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4342.55,4396.15,4299.35,4361.55,4334.90,4371.25,,4362.80,,,1773,7706699.00,618,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1356.80,1376.00,1350.00,1373.50,1373.50,1356.75,,1373.95,,,53649,73347767.00,4109,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,4468.30,4572.95,4414.00,4454.45,4454.45,4478.40,,4453.30,,,35979,161713280.00,4780,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,285.65,293.95,284.50,292.10,292.10,289.10,,292.15,,,2233585,649369814.00,26990,F1,1,,,,,
2024-05-29,2024-05-29,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,94.15,94.40,93.45,93.80,93.80,94.30,,93.80,,,49056,4608472.00,931,F1,1,,,,,
