TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-04-30,2024-04-30,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6476.00,6642.85,6466.00,6542.35,6550.90,6451.70,,6540.75,,,9130,59881923.00,1655,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,698.75,698.75,669.50,686.30,686.30,697.65,,687.15,,,135641,92843229.00,4106,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1103.50,1138.40,1090.75,1100.55,1100.55,1101.30,,1099.75,,,96972,107521166.00,6184,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,47.78,47.78,46.00,46.40,46.78,46.55,,46.40,,,67779,3144373.00,393,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,92.16,93.25,92.16,92.82,92.92,92.45,,92.82,,,115847,10731787.00,291,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,9.39,9.47,9.35,9.40,9.47,9.47,,9.40,,,83602,785990.00,252,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,XT,,,,,ARUNA HOTELS LTD.,11.98,12.00,11.50,11.71,11.50,11.64,,11.71,,,44030,511845.00,91,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,175.55,177.00,172.20,172.95,172.95,174.60,,173.05,,,137635,23946470.00,2157,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,147.50,147.50,147.50,147.50,147.50,147.60,,147.50,,,51,7522.00,2,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5968.30,6073.00,5936.75,5985.30,5987.25,5960.15,,5985.75,,,1611,9696021.00,459,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,24.32,24.33,23.00,23.87,23.90,23.18,,23.87,,,121632,2943860.00,530,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,947.60,960.00,934.90,945.50,944.50,938.35,,947.20,,,4630,4394059.00,558,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,36.60,37.45,35.64,35.91,35.91,36.29,,35.90,,,2005110,72910239.00,6066,F1,1,,,,,
2024-04-30,2024-04-30,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,9543.10,9659.95,9458.05,9518.35,9506.10,9515.65,,9521.80,,,3831,36622949.00,1183,F1,1,,,,,
